usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,messiness_description
U-50d11c,S-956036,2024-10-13,feature_5,13,6214,2,False,no_issue
U-0002e5,S-be42e1,2023-10-29,feature_36,14,6384,2,False,no_issue
U-0002e6,S-979365,2024-06-20,feature_26,7,1022,0,False,no_issue
U-a4c85b,S-9714fa,2023-05-12,feature_4,3,1113,2,False,no_issue
U-0002e7,S-66569a,2023-02-23,feature_8,17,3349,0,False,no_issue
U-0002e8,S-a9fb74,2023-12-29,feature_15,10,1370,2,False,no_issue
U-61e3b9,S-904784,2023-12-27,feature_15,10,510,2,False,no_issue
U-ba5183,S-b51d34,2024-10-21,feature_4,9,2952,0,False,no_issue
U-da3777,S-18b1f9,2024-03-06,feature_33,13,403,1,False,no_issue
U-29758a,S-85caaf,2024-12-05,feature_21,18,1638,0,False,no_issue
U-2399ea,S-a66766,2024-04-28,feature_8,2,994,1,True,no_issue
U-898d5d,S-628729,2024-12-05,feature_2,9,2052,2,False,no_issue
U-0002e9,S-c2b710,2024-08-31,feature_1,-1,342,1,False,negative_usage_count
U-0002ea,S-864b0c,2024-07-13,feature_31,14,1596,0,True,no_issue
U-daa187,S-39539d,2024-08-21,feature_15,8,1136,0,False,no_issue
U-0002eb,S-dc1c10,2024-02-15,feature_37,10,2960,0,False,no_issue
U-0002ec,S-a01aad,2023-11-28,feature_17,14,4312,1,False,no_issue
U-9b7143,S-ab3ad8,2024-09-26,feature_31,12,3300,0,False,no_issue
U-0002ed,S-1f93cd,2023-12-28,feature_19,8,4496,0,True,no_issue
U-0002ee,S-5d532c,2023-05-19,feature_20,9,3402,0,False,no_issue
U-0002ef,S-6a0399,2024-11-24,feature_40,7,1911,0,True,no_issue
U-796450,S-b156cf,2024-05-23,feature_14,12,1356,0,False,no_issue
U-0002f0,S-2fe253,2024-09-16,,13,4589,0,False,null_feature_name
U-0280a1,S-101401,2023-11-25,feature_7,5,945,2,False,no_issue
U-0002f1,S-2664e1,2023-01-08,,14,84,2,True,null_feature_name
U-0002f2,S-ce7c30,2023-01-24,,8,2528,0,True,null_feature_name
U-6fd761,S-7077ab,2024-01-01,feature_28,14,6720,4,False,no_issue
U-0002f3,S-115823,2023-02-27,,10,1740,0,False,null_feature_name
U-0002f4,S-c27134,2024-11-15,feature_28,14,3416,1,False,no_issue
U-0002f5,S-b94bce,2024-01-03,feature_19,14,5866,0,False,no_issue
U-0002f6,S-d0f5fb,2023-12-21,feature_18,6,720,4,False,no_issue
U-619338,S-d8165b,2023-05-27,feature_23,13,2652,2,False,no_issue
U-0002f7,S-87ebe6,2024-03-19,feature_37,10,2800,0,False,no_issue
U-a317d3,S-a67bb7,2023-06-24,,10,5760,0,False,null_feature_name
U-0002f8,S-a0a5e3,2023-12-30,feature_10,8,-1,0,False,negative_usage_duration_secs
U-0002f9,S-2416eb,2023-08-10,feature_7,17,7327,0,False,no_issue
U-3b70ea,S-c847dc,2023-04-27,,10,950,0,False,null_feature_name
U-49f9bd,S-ceffe9,2024-11-26,feature_12,10,1160,0,False,no_issue
U-8c6a8f,S-c63e51,2024-02-13,feature_32,5,2735,1,False,no_issue
U-0002fa,S-ddf5ff,2023-05-26,feature_20,9,1710,0,False,no_issue
U-0002fb,S-a3e1e3,2024-01-26,feature_32,10,1190,2,False,no_issue
U-0002fc,S-5a500d,2024-05-24,feature_20,8,-1,0,False,negative_usage_duration_secs
U-0002fd,S-e76e80,2024-10-23,,7,742,0,False,null_feature_name
U-da3a01,S-8eb955,2024-04-02,feature_18,11,363,0,False,no_issue
U-b0d125,S-3bb8a2,2023-02-23,,8,824,0,True,null_feature_name
U-0002fe,S-3df0c3,2023-04-15,feature_26,15,5280,0,False,no_issue
U-0002ff,S-3476e2,2023-03-20,feature_5,3,1632,0,False,no_issue
U-e834b1,S-180ae3,2023-04-01,feature_18,10,4990,3,False,no_issue
U-000300,S-772ef0,2024-06-22,feature_20,12,5364,0,False,no_issue
U-000301,S-951c06,2024-03-10,feature_15,11,4730,5,True,no_issue
U-000302,S-3c9115,2024-01-24,feature_39,15,4875,0,False,no_issue
U-9b4a6f,S-19465f,2023-08-19,feature_13,8,4496,2,False,no_issue
U-7bc3cc,S-0ce88b,2024-06-17,feature_17,7,1491,1,False,no_issue
U-5165c2,S-1cf9b0,2024-05-16,feature_35,12,2784,0,False,no_issue
U-000303,S-8c767b,2023-01-29,feature_35,7,4060,0,False,no_issue
U-448b3d,S-b8caad,2024-12-07,feature_38,10,2680,0,False,no_issue
U-5cd0f2,S-c07ede,2024-05-22,feature_33,14,3024,1,False,no_issue
U-000304,S-ed55d2,2024-09-19,,9,900,1,False,null_feature_name
U-000305,S-0459a1,2023-12-06,feature_33,6,3294,0,False,no_issue
U-000306,S-faee8b,2023-11-26,feature_30,15,4545,1,False,no_issue
U-000307,S-4a89a7,2024-03-13,feature_40,7,3444,1,False,no_issue
U-000308,S-44c2c1,2024-08-24,feature_2,8,1984,0,False,no_issue
U-000309,S-f36088,2024-05-07,feature_35,10,1110,3,False,no_issue
U-445ceb,S-a9a707,2024-06-02,feature_7,13,4329,0,False,no_issue
U-00030a,S-684915,2024-02-08,feature_23,6,372,2,False,no_issue
U-00030b,S-faa8ec,2024-10-29,feature_11,5,480,0,False,no_issue
U-2d45fa,S-ef4ad8,2024-05-26,feature_31,11,2167,1,False,no_issue
U-74a314,S-24d48b,2024-04-02,feature_22,9,4842,1,False,no_issue
U-00030c,S-c64e87,2024-05-20,,15,-1,0,False,negative_usage_duration_secs; null_feature_name
U-825ab1,S-dd8371,2024-10-25,feature_33,8,1104,1,False,no_issue
U-de8bc3,S-06fb77,2024-05-22,feature_5,8,408,2,False,no_issue
U-00030d,S-82df6c,2023-09-18,feature_14,9,1773,1,False,no_issue
U-00030e,S-4291f7,2023-06-25,feature_33,6,3516,2,False,no_issue
U-00030f,S-d2b5db,2023-10-28,feature_33,11,5280,0,False,no_issue
U-000310,S-e3b379,2024-11-01,,11,2640,3,False,null_feature_name
U-000311,S-aede24,2024-06-23,,12,6396,0,False,null_feature_name
U-94d393,S-a0a358,2023-10-09,feature_10,8,1192,0,False,no_issue
U-047e6a,S-f615d2,2023-12-30,,13,-1,0,False,negative_usage_duration_secs; null_feature_name
U-39a072,S-b2238e,2024-02-06,feature_22,8,4160,0,False,no_issue
U-000312,S-74be40,2024-04-21,feature_5,16,6816,0,False,no_issue
U-54abfc,S-6c969d,2023-11-03,feature_19,9,2286,0,False,no_issue
U-000313,S-396a83,2023-09-23,feature_26,10,5450,1,False,no_issue
U-000314,S-5cce27,2023-10-27,feature_26,8,1472,0,False,no_issue
U-000315,S-29ccb8,2023-04-09,feature_3,11,902,4,False,no_issue
U-1b27fe,S-404132,2023-03-01,feature_24,10,-1,3,False,negative_usage_duration_secs
U-000316,S-75985b,2024-08-19,feature_1,10,4630,0,False,no_issue
U-75e3a0,S-2178f0,2024-01-09,feature_28,7,2793,0,False,no_issue
U-3aa54b,S-cb100e,2023-01-15,,5,-1,0,False,negative_usage_duration_secs; null_feature_name
U-5f2cc4,S-4c6ee1,2024-04-16,feature_37,7,3682,0,False,no_issue
U-000317,S-16cf6a,2024-03-07,feature_31,14,1540,0,True,no_issue
U-000318,S-cc3f3d,2023-02-21,feature_36,-1,8445,0,False,negative_usage_count
U-000319,S-3ceff3,2024-09-01,feature_36,9,4581,2,False,no_issue
U-00031a,S-5c2991,2023-07-14,,21,9849,3,False,null_feature_name
U-00031b,S-3bd95c,2023-12-05,,8,2904,0,True,null_feature_name
U-00031c,S-78cb5f,2024-08-02,feature_11,8,2848,0,False,no_issue
U-00031d,S-41871d,2024-03-18,feature_26,9,1161,0,False,no_issue
U-00031e,S-a1901c,2023-07-31,feature_2,12,-1,0,False,negative_usage_duration_secs
U-00031f,S-a81bcd,2023-10-16,feature_20,9,945,1,False,no_issue
U-000320,S-244df8,2024-04-06,feature_15,9,5328,1,False,no_issue
U-000321,S-937207,2024-04-03,feature_28,-1,6215,2,True,negative_usage_count
U-000322,S-d24841,2024-05-11,feature_14,7,3297,0,False,no_issue
U-000323,S-294d8b,2024-07-20,feature_12,14,6776,2,False,no_issue
U-000324,S-c9eecb,2024-08-17,feature_20,10,3830,0,False,no_issue
U-000325,S-1bb4f4,2023-12-11,feature_1,12,-1,2,False,negative_usage_duration_secs
U-000326,S-94009b,2024-07-30,feature_25,8,-1,0,False,negative_usage_duration_secs
U-000327,S-b2d472,2024-07-23,feature_17,11,5797,0,False,no_issue
U-000328,S-68dca1,2023-11-01,feature_6,7,3360,0,False,no_issue
U-000329,S-e98296,2023-04-19,feature_10,9,4005,3,False,no_issue
U-00032a,S-bb1a91,2024-09-26,,6,1392,0,False,null_feature_name
U-00032b,S-ef398a,2024-02-20,feature_7,13,390,0,False,no_issue
U-00032c,S-23d802,2023-11-02,feature_28,9,2358,0,False,no_issue
U-00032d,S-d3e724,2024-12-27,feature_15,9,2889,0,False,no_issue
U-00032e,S-679640,2023-10-28,feature_2,12,2904,1,False,no_issue
U-00032f,S-83ee41,2024-08-10,feature_15,8,3600,0,False,no_issue
U-000330,S-3503cb,2024-05-15,feature_2,18,9630,1,False,no_issue
U-000331,S-d82234,2024-02-04,feature_13,8,48,3,False,no_issue
U-a453aa,S-d90f5e,2024-05-17,feature_30,-1,1176,0,False,negative_usage_count
U-000332,S-d6c9dc,2024-10-05,feature_12,12,4080,0,False,no_issue
U-000333,S-ac6f24,2023-08-11,feature_17,8,1096,4,False,no_issue
U-000334,S-07976e,2023-07-22,feature_29,6,480,0,False,no_issue
U-000335,S-2d3434,2024-01-23,feature_32,8,4456,0,False,no_issue
U-000336,S-8b349c,2023-11-29,feature_14,17,7344,0,False,no_issue
U-000337,S-896293,2023-06-12,feature_2,9,2331,0,False,no_issue
U-000338,S-3110d9,2024-01-16,feature_34,11,3795,0,False,no_issue
U-000339,S-de9e50,2023-10-31,feature_3,12,5052,0,False,no_issue
U-00033a,S-58a152,2023-05-26,feature_8,5,190,0,False,no_issue
U-658f5e,S-4c9107,2024-08-21,feature_11,14,5936,0,False,no_issue
U-00033b,S-dbd6b9,2023-02-27,feature_25,7,1162,0,False,no_issue
U-b1b475,S-649bb6,2024-10-07,feature_12,10,4940,0,False,no_issue
U-00033c,S-0638dc,2023-09-18,feature_15,8,320,2,False,no_issue
U-00033d,S-ceaca8,2024-11-14,feature_14,4,92,0,False,no_issue
U-00033e,S-22365f,2023-01-26,feature_17,17,7990,0,False,no_issue
U-dee1dc,S-a10eb2,2023-05-06,feature_16,13,4940,1,False,no_issue
U-00033f,S-2ecaea,2023-11-19,feature_32,8,4584,0,False,no_issue
U-000340,S-124207,2023-11-30,feature_32,7,483,0,False,no_issue
U-000341,S-440dde,2023-02-28,feature_18,14,238,3,False,no_issue
U-000342,S-4bb483,2023-12-16,feature_11,10,-1,0,False,negative_usage_duration_secs
U-000343,S-0de78a,2024-09-23,feature_17,15,1665,0,False,no_issue
U-15fdd8,S-e50f43,2023-09-20,feature_40,15,7515,0,False,no_issue
U-000344,S-e338a1,2023-01-18,feature_27,11,1243,0,False,no_issue
U-0312fe,S-126e7e,2024-11-17,,7,1491,0,True,null_feature_name
U-000345,S-519f1c,2023-03-18,feature_29,9,4905,0,False,no_issue
U-000346,S-650c13,2023-01-23,feature_34,11,5005,0,False,no_issue
U-000347,S-c0a7d8,2023-05-06,feature_30,6,696,4,False,no_issue
U-000348,S-7bd2d7,2024-03-19,,9,4140,0,False,null_feature_name
U-000349,S-3c87b4,2024-10-07,feature_1,13,234,1,False,no_issue
U-00034a,S-c86cb0,2024-01-16,feature_29,9,441,1,False,no_issue
U-3c8366,S-67595c,2023-09-22,feature_2,10,3460,0,False,no_issue
U-00034b,S-5a18e5,2023-11-06,feature_21,8,2072,1,False,no_issue
U-9ac0c7,S-c92850,2024-01-09,feature_2,9,4950,0,False,no_issue
U-00034c,S-dc8c2f,2023-05-28,feature_36,9,3114,0,False,no_issue
U-00034d,S-4b5470,2023-10-12,,7,3003,0,False,null_feature_name
U-f7354e,S-fef85a,2023-03-23,feature_7,9,3663,0,False,no_issue
U-00034e,S-00ab51,2024-03-29,feature_5,10,5760,1,False,no_issue
U-00034f,S-905752,2023-04-07,feature_29,10,1600,0,False,no_issue
U-000350,S-b10cfa,2023-12-24,feature_21,12,156,0,False,no_issue
U-000351,S-9e2c78,2023-09-05,feature_12,14,3570,0,True,no_issue
U-000352,S-43c80c,2023-06-13,feature_7,9,45,3,False,no_issue
U-000353,S-4ea564,2023-08-06,feature_34,-1,6204,3,False,negative_usage_count
U-000354,S-38131a,2024-02-02,feature_18,12,1656,0,False,no_issue
U-73648e,S-94aaef,2023-06-13,feature_16,7,784,0,False,no_issue
U-288cc8,S-09ada1,2023-01-05,feature_12,10,-1,0,False,negative_usage_duration_secs
U-000355,S-885bd4,2023-01-26,feature_14,9,2808,0,False,no_issue
U-000356,S-38eb77,2023-01-31,feature_37,9,3582,0,False,no_issue
U-000357,S-2f07f6,2023-01-23,feature_24,11,253,0,False,no_issue
U-000358,S-d7d398,2024-02-01,feature_7,14,5628,0,False,no_issue
U-000359,S-64fba3,2023-12-11,feature_37,9,1521,0,False,no_issue
U-00035a,S-f89d8c,2024-05-09,feature_28,10,1730,0,True,no_issue
U-00035b,S-3b29ea,2023-04-22,feature_3,12,5772,0,False,no_issue
U-4632e7,S-519f1c,2023-08-12,,9,1053,0,False,null_feature_name
U-00035c,S-c1f160,2024-03-23,feature_15,9,4788,2,False,no_issue
U-00035d,S-3df0c3,2023-02-16,feature_10,13,2145,0,False,no_issue
U-00035e,S-620b62,2024-01-15,feature_27,10,4090,1,True,no_issue
U-00ac01,S-57f1a7,2024-12-05,feature_10,14,7868,0,False,no_issue
U-bb18af,S-f4059b,2023-12-12,feature_30,10,5270,0,False,no_issue
U-00035f,S-99271f,2023-01-16,,2,470,0,True,null_feature_name
U-659464,S-dd5a4c,2024-12-03,feature_5,9,630,2,False,no_issue
U-000360,S-763b53,2024-10-20,feature_2,12,2400,0,False,no_issue
U-680c36,S-7925f0,2023-09-24,,11,4268,0,False,null_feature_name
U-000361,S-b608f5,2024-01-30,feature_22,7,2072,1,False,no_issue
U-000362,S-9395a2,2024-07-27,feature_38,12,552,3,False,no_issue
U-000363,S-3fa87d,2023-02-26,feature_36,3,1791,0,False,no_issue
U-000364,S-fef85a,2024-07-26,feature_15,6,174,0,True,no_issue
U-000365,S-44c9ae,2023-03-17,feature_6,8,3496,4,False,no_issue
U-72ad61,S-812d97,2024-07-25,feature_3,8,1784,0,False,no_issue
U-000366,S-bc5908,2023-12-25,feature_5,14,6328,0,False,no_issue
U-000367,S-3eb56d,2024-12-02,feature_28,7,3269,1,False,no_issue
U-b345b5,S-691bff,2024-07-02,feature_30,8,408,0,False,no_issue
U-000368,S-55c61c,2023-02-21,feature_30,9,-1,2,False,negative_usage_duration_secs
U-000369,S-5f2554,2024-10-14,feature_19,9,1809,2,True,no_issue
U-c4764e,S-ce61e0,2024-02-04,feature_38,8,4344,0,False,no_issue
U-00036a,S-a2e1dd,2024-04-20,feature_8,14,2226,0,False,no_issue
U-00036b,S-de66c3,2023-11-26,,10,840,0,False,null_feature_name
U-00036c,S-c8292c,2024-04-13,feature_22,9,-1,0,False,negative_usage_duration_secs
U-d30308,S-f50851,2023-10-05,feature_15,6,1620,2,True,no_issue
U-00036d,S-63d104,2023-04-18,feature_16,10,3520,0,False,no_issue
U-00036e,S-559e85,2023-04-24,,12,3348,0,False,null_feature_name
U-00036f,S-6cff51,2024-06-06,feature_39,-1,4158,0,False,negative_usage_count
U-000370,S-2cb298,2024-09-27,feature_38,14,6300,2,False,no_issue
U-000371,S-af6974,2024-01-18,feature_37,8,2920,3,False,no_issue
U-2a17ed,S-b152d6,2024-11-20,,8,4144,2,True,null_feature_name
U-000372,S-3fbf9e,2024-05-10,feature_33,6,-1,2,False,negative_usage_duration_secs
U-000373,S-2ec763,2024-08-26,feature_34,12,6948,2,False,no_issue
U-000374,S-7ab956,2024-02-29,feature_6,8,3704,0,False,no_issue
U-9ae706,S-d0f5fb,2024-11-11,feature_21,6,2916,0,False,no_issue
U-000375,S-28d64b,2023-03-09,feature_33,10,4460,0,False,no_issue
U-000376,S-5be27b,2023-06-29,feature_1,15,780,1,False,no_issue
U-000377,S-f89d8c,2023-12-11,feature_17,10,1180,0,False,no_issue
U-000378,S-d5a07a,2023-09-22,feature_8,11,4169,1,True,no_issue
U-000379,S-e1dc0b,2023-10-10,feature_32,5,195,1,False,no_issue
U-00037a,S-fe910d,2023-07-05,feature_10,-1,320,0,False,negative_usage_count
U-d56078,S-3f48a5,2023-05-13,feature_34,6,3390,0,False,no_issue
U-00037b,S-826d19,2023-12-13,feature_14,15,8490,1,False,no_issue
U-a28917,S-5d532c,2023-08-19,feature_22,-1,3924,1,False,negative_usage_count
U-00037c,S-d959d3,2024-12-03,feature_2,12,-1,0,False,negative_usage_duration_secs
U-00037d,S-ac6547,2024-08-10,feature_23,7,4151,0,False,no_issue
U-108457,S-951053,2023-09-10,feature_36,6,1824,1,False,no_issue
U-0f1eb8,S-270e94,2023-03-08,feature_9,10,4800,0,False,no_issue
U-00037e,S-1eba7d,2023-09-17,feature_28,9,5022,0,False,no_issue
U-6f9d46,S-761518,2024-10-11,feature_31,-1,2240,0,False,negative_usage_count
U-00037f,S-7af0d5,2023-04-19,,6,2808,0,True,null_feature_name
U-000380,S-16ef7a,2024-06-07,feature_30,-1,1638,0,False,negative_usage_count
U-5f62e1,S-f4335b,2024-09-08,feature_6,17,1479,2,False,no_issue
U-000381,S-bf39f7,2024-09-10,feature_2,14,-1,0,False,negative_usage_duration_secs
U-000382,S-98ac99,2023-10-26,feature_38,4,832,0,True,no_issue
U-d1da60,S-482e5b,2024-07-12,feature_27,16,4784,0,False,no_issue
U-0490cc,S-39b5ce,2024-06-25,feature_6,10,5110,0,True,no_issue
U-000383,S-c3aa52,2024-03-10,feature_22,4,468,1,False,no_issue
U-000384,S-87e8d3,2023-10-12,feature_31,10,5870,0,False,no_issue
U-000385,S-879b43,2024-10-06,,8,136,0,False,null_feature_name
U-000386,S-a603dd,2024-05-03,feature_28,9,1782,0,False,no_issue
U-6acd19,S-559e85,2023-01-20,,-1,2044,1,False,negative_usage_count; null_feature_name
U-5ad69d,S-b465a7,2023-03-21,feature_22,11,2629,2,False,no_issue
U-000387,S-b89305,2023-06-22,feature_13,12,3576,5,False,no_issue
U-fd49c2,S-b83d8d,2023-12-10,feature_23,7,3500,0,False,no_issue
U-000388,S-edf4e0,2023-02-16,feature_23,9,855,0,False,no_issue
U-98acce,S-2223bf,2024-06-23,feature_21,7,2156,0,False,no_issue
U-000389,S-c1012c,2024-08-16,feature_33,18,9918,0,False,no_issue
U-00038a,S-e0a4c5,2023-10-09,feature_25,9,1404,0,False,no_issue
U-46555f,S-3a28a1,2023-06-27,,8,1928,3,False,null_feature_name
U-00038b,S-328ac2,2024-10-14,feature_3,8,3480,0,False,no_issue
U-0d3a5d,S-0dd555,2023-01-16,feature_12,10,4790,2,False,no_issue
U-467d39,S-f132ab,2023-01-31,feature_39,9,1071,0,False,no_issue
U-fa934b,S-766a62,2023-07-13,feature_39,9,963,0,True,no_issue
U-00038c,S-abd244,2024-08-10,feature_4,11,6028,0,True,no_issue
U-ae3efb,S-7be036,2024-03-23,feature_25,11,6600,1,False,no_issue
U-72b902,S-022a1e,2023-08-29,feature_10,11,1958,0,False,no_issue
U-00038d,S-5a2a05,2023-05-01,,7,315,3,False,null_feature_name
U-deddfd,S-4d1ba6,2024-07-14,feature_35,5,1545,0,False,no_issue
U-00038e,S-f29e7f,2023-05-26,feature_39,19,5415,0,False,no_issue
U-00038f,S-c25e9d,2024-05-09,feature_19,14,5880,1,False,no_issue
U-000390,S-ae093b,2023-07-01,,6,1374,1,False,null_feature_name
U-de213f,S-ce5450,2024-04-23,feature_14,7,3997,0,False,no_issue
U-000391,S-656302,2024-09-27,feature_22,12,3780,0,False,no_issue
U-5167b8,S-abddce,2023-05-02,,10,5520,0,False,null_feature_name
U-ca4b5f,S-fa05d7,2023-05-17,feature_37,10,1240,0,False,no_issue
U-0c75b2,S-7c633c,2023-08-12,feature_10,10,4470,0,False,no_issue
U-fee778,S-f6b264,2024-07-30,feature_26,10,2780,0,False,no_issue
U-000392,S-1b0848,2023-06-20,feature_26,10,4900,0,False,no_issue
U-000393,S-8a3abd,2023-08-11,feature_9,13,-1,1,False,negative_usage_duration_secs
U-000394,S-d8fa45,2023-03-13,feature_22,13,4927,0,False,no_issue
U-000395,S-af4059,2023-05-02,feature_19,15,1920,0,True,no_issue
U-000396,S-656302,2023-11-29,feature_24,8,752,0,False,no_issue
U-000397,S-fcc241,2023-07-14,,6,-1,0,False,negative_usage_duration_secs; null_feature_name
U-5cec6a,S-85ba19,2024-09-09,feature_16,13,169,0,False,no_issue
U-000398,S-4a8fda,2023-08-09,feature_21,7,994,1,False,no_issue
U-000399,S-9a115f,2024-01-01,feature_7,9,5373,0,False,no_issue
U-00039a,S-22365f,2024-11-29,feature_23,7,315,2,False,no_issue
U-00039b,S-6cdfb7,2024-12-12,feature_25,12,2244,3,False,no_issue
U-00039c,S-d914d8,2024-10-25,feature_1,12,4524,1,False,no_issue
U-00039d,S-869bba,2023-08-08,feature_13,10,2750,0,True,no_issue
U-00039e,S-9a3e85,2024-12-17,feature_5,5,885,0,False,no_issue
U-00039f,S-35752e,2023-10-04,feature_11,11,308,0,False,no_issue
U-0003a0,S-fc8f09,2023-03-29,feature_23,5,1665,4,False,no_issue
U-0bbb9c,S-a346d6,2023-08-21,feature_6,11,5192,1,False,no_issue
U-90bc9f,S-101324,2023-01-26,feature_24,11,462,0,False,no_issue
U-0003a1,S-567f8f,2024-06-23,feature_13,10,2640,0,False,no_issue
U-0003a2,S-1a3627,2023-10-26,feature_20,8,696,0,False,no_issue
U-c810c9,S-c99814,2023-02-22,feature_17,7,1351,0,False,no_issue
U-0003a3,S-8106d9,2023-11-13,feature_9,15,5475,0,True,no_issue
U-0003a4,S-b41494,2024-10-27,feature_34,10,2100,0,False,no_issue
U-0003a5,S-731ee3,2023-07-06,,12,732,0,False,null_feature_name
U-0003a6,S-1a20b6,2023-07-28,,10,4740,5,False,null_feature_name
U-7cc571,S-0455a5,2023-09-15,feature_1,10,730,4,False,no_issue
U-0003a7,S-585c3b,2024-05-06,feature_16,8,4568,0,False,no_issue
U-0003a8,S-26191b,2023-08-09,feature_18,9,2151,0,False,no_issue
U-2a95ab,S-ac01fb,2023-07-25,feature_2,8,2424,2,False,no_issue
U-f024c7,S-8ae507,2023-05-18,feature_24,5,535,0,False,no_issue
U-0003a9,S-af854c,2023-11-28,feature_15,11,2750,2,False,no_issue
U-b25692,S-a2f231,2024-11-14,feature_20,9,-1,0,False,negative_usage_duration_secs
U-610fe5,S-211bc2,2024-05-11,feature_20,9,4806,1,False,no_issue
U-0003aa,S-fa05d7,2024-11-17,feature_22,6,2574,0,False,no_issue
U-0003ab,S-a9b904,2023-09-08,feature_22,-1,1859,0,False,negative_usage_count
U-14d66a,S-8d89a8,2023-09-19,feature_14,6,2844,0,False,no_issue
U-25ef2e,S-7b9b62,2023-07-27,feature_8,17,7378,1,False,no_issue
U-0003ac,S-2f11bb,2024-11-01,feature_18,11,5599,0,False,no_issue
U-0003ad,S-02be35,2024-01-13,feature_1,14,5334,0,False,no_issue
U-0003ae,S-4f91d0,2023-12-22,feature_24,6,-1,0,False,negative_usage_duration_secs
U-0003af,S-16486d,2024-08-11,,8,2776,0,False,null_feature_name
U-0003b0,S-b608f5,2024-03-29,feature_32,8,896,0,False,no_issue
U-0003b1,S-430691,2024-10-29,,-1,4960,0,False,negative_usage_count; null_feature_name
U-0003b2,S-9c6bd0,2024-12-21,feature_39,13,2366,1,False,no_issue
U-0003b3,S-09cb75,2024-04-30,feature_13,9,-1,0,False,negative_usage_duration_secs
U-0003b4,S-7fca0e,2023-02-10,,10,4720,0,True,null_feature_name
U-bfef9a,S-ff2761,2023-10-11,feature_16,9,4680,4,False,no_issue
U-0003b5,S-8b1c37,2024-08-01,,7,406,0,False,null_feature_name
U-0003b6,S-50e9f3,2024-11-14,feature_34,9,1035,0,False,no_issue
U-0003b7,S-84dd93,2024-05-08,feature_2,5,1465,0,False,no_issue
U-3d260f,S-fb9972,2024-06-04,feature_31,7,2324,0,False,no_issue
U-0003b8,S-dfa4c8,2024-06-08,feature_21,14,5642,1,False,no_issue
U-14d79b,S-0ada66,2023-12-27,,11,1826,3,True,null_feature_name
U-0003b9,S-e53224,2024-08-23,feature_12,-1,1965,0,False,negative_usage_count
U-0003ba,S-648e54,2024-08-18,feature_8,14,308,0,True,no_issue
U-0003bb,S-b520e9,2023-06-29,feature_19,11,2860,0,False,no_issue
U-0003bc,S-c77f0c,2024-04-09,feature_13,5,-1,1,True,negative_usage_duration_secs
U-0003bd,S-c68e80,2023-01-01,feature_4,13,7514,3,False,no_issue
U-0003be,S-79bb4c,2023-09-05,feature_2,12,1356,2,True,no_issue
U-8d6250,S-0ada66,2024-05-31,,10,-1,0,False,negative_usage_duration_secs; null_feature_name
U-0003bf,S-3c87b4,2023-11-03,feature_16,10,5830,0,False,no_issue
U-e073b8,S-faa8ec,2024-09-01,,9,2700,0,False,null_feature_name
U-0003c0,S-b7d291,2024-03-31,feature_40,8,4208,0,False,no_issue
U-0003c1,S-d64e41,2023-08-23,feature_19,10,-1,2,True,negative_usage_duration_secs
U-0003c2,S-dc3e11,2023-08-21,feature_31,5,345,1,False,no_issue
U-1b2905,S-f0c747,2024-07-15,feature_2,9,351,2,False,no_issue
U-0003c3,S-de543d,2023-07-03,feature_14,9,1584,1,False,no_issue
U-0003c4,S-d74733,2024-09-13,feature_24,10,4360,0,False,no_issue
U-0003c5,S-40cbc0,2024-10-13,feature_29,8,1920,0,False,no_issue
U-0003c6,S-d5bf88,2024-04-23,feature_36,11,1045,0,False,no_issue
U-0003c7,S-f9469c,2023-09-02,,10,-1,0,False,negative_usage_duration_secs; null_feature_name
U-f9b81d,S-540cee,2024-02-05,feature_10,-1,546,1,False,negative_usage_count
U-11ad44,S-70d15d,2023-12-30,feature_39,13,3666,1,False,no_issue
U-998200,S-05eff5,2023-02-25,feature_11,12,2880,0,False,no_issue
U-0003c8,S-30a9dd,2024-03-05,feature_28,7,84,0,False,no_issue
U-0003c9,S-52385a,2024-03-05,feature_33,-1,3278,0,False,negative_usage_count
U-0003ca,S-97df3f,2023-09-30,feature_29,11,3003,0,False,no_issue
U-b288c8,S-cd3f49,2023-12-10,feature_36,7,2219,0,False,no_issue
U-0003cb,S-be53ea,2023-11-03,feature_38,3,375,0,False,no_issue
U-0003cc,S-a01d87,2024-10-07,feature_37,5,710,0,False,no_issue
U-970f8d,S-7f8cd8,2024-07-25,feature_29,9,2430,0,False,no_issue
U-0003cd,S-11eef4,2023-12-11,,14,4928,0,False,null_feature_name
U-0003ce,S-4704e5,2024-02-10,feature_29,8,656,0,False,no_issue
U-0003cf,S-3d6648,2023-09-25,feature_3,11,693,0,False,no_issue
U-0b1c9c,S-c067fc,2024-01-05,feature_16,6,1518,2,False,no_issue
U-0003d0,S-f366b3,2023-04-12,feature_39,8,1440,0,False,no_issue
U-0003d1,S-8c9649,2024-05-10,feature_11,8,1456,0,True,no_issue
U-0003d2,S-525864,2023-11-25,feature_8,12,1740,0,False,no_issue
U-0003d3,S-e162d0,2023-07-19,feature_18,10,5950,0,False,no_issue
U-f12bac,S-637b20,2024-05-03,feature_14,4,48,1,False,no_issue
U-0e41a0,S-be601b,2023-01-14,feature_27,13,5668,0,False,no_issue
U-0003d4,S-9a8a30,2023-02-28,feature_9,13,2886,0,False,no_issue
