subscription_id,account_id,month,change_type,change_amount,mrr,prev_mrr
S-cdc644,A-76fa4d,2024-12,new,13731.0,13731.0,0.0
S-cdc644,A-76fa4d,2025-01,churn,-13731.0,0.0,13731.0
S-cdcf4a,A-22d9d2,2024-11,new,3184.0,3184.0,0.0
S-cdd00a,A-4e44e8,2024-08,new,722.0,722.0,0.0
S-cdd00a,A-4e44e8,2024-11,churn,-722.0,0.0,722.0
S-cdd281,A-39ddf4,2024-12,new,7960.0,7960.0,0.0
S-cdde2b,A-c7ffc2,2023-07,new,570.0,570.0,0.0
S-cdde2b,A-c7ffc2,2023-12,churn,-570.0,0.0,570.0
S-cde2c6,A-dec005,2024-09,new,4179.0,4179.0,0.0
S-cde2c6,A-dec005,2024-12,churn,-4179.0,0.0,4179.0
S-cde950,A-3be56b,2024-12,new,380.0,380.0,0.0
S-cdf625,A-c222ab,2024-08,new,1568.0,1568.0,0.0
S-cdf625,A-c222ab,2024-11,churn,-1568.0,0.0,1568.0
S-cdf835,A-f19409,2024-04,new,1127.0,1127.0,0.0
S-cdfe99,A-296d7c,2024-11,new,294.0,294.0,0.0
S-ce0d60,A-712426,2024-11,new,686.0,686.0,0.0
S-ce0d60,A-712426,2025-01,churn,-686.0,0.0,686.0
S-ce5e0e,A-158f4e,2023-09,new,2989.0,2989.0,0.0
S-ce5e0e,A-158f4e,2025-01,churn,-2989.0,0.0,2989.0
S-ce61e0,A-f3ff05,2024-08,new,38.0,38.0,0.0
S-ce61e0,A-f3ff05,2024-10,churn,-38.0,0.0,38.0
S-ce6528,A-4a4c2d,2023-07,new,1026.0,1026.0,0.0
S-ce7c30,A-075038,2024-07,new,3383.0,3383.0,0.0
S-ce7c30,A-075038,2024-10,churn,-3383.0,0.0,3383.0
S-ce887e,A-cd458b,2024-10,new,1990.0,1990.0,0.0
S-ce887e,A-cd458b,2024-12,churn,-1990.0,0.0,1990.0
S-ce932b,A-a1b80b,2024-08,new,784.0,784.0,0.0
S-ceaca8,A-96e141,2024-08,new,4776.0,4776.0,0.0
S-ceaca8,A-96e141,2024-10,churn,-4776.0,0.0,4776.0
S-ceaff7,A-a8b49c,2024-02,new,304.0,304.0,0.0
S-ceaff7,A-a8b49c,2024-07,churn,-304.0,0.0,304.0
S-ceb9bd,A-7da956,2024-11,new,980.0,980.0,0.0
S-ceffe9,A-89ee83,2024-11,new,398.0,398.0,0.0
S-cf12f4,A-4814a3,2024-09,new,4263.0,4263.0,0.0
S-cf12f4,A-4814a3,2024-12,churn,-4263.0,0.0,4263.0
S-cf2b4a,A-9f9299,2023-11,new,1372.0,1372.0,0.0
S-cf2b4a,A-9f9299,2024-09,churn,-1372.0,0.0,1372.0
S-cf44af,A-3be56b,2024-03,new,833.0,833.0,0.0
S-cf44af,A-3be56b,2024-07,churn,-833.0,0.0,833.0
S-cf6ec1,A-d77f4c,2024-08,new,4378.0,4378.0,0.0
S-cf6ec1,A-d77f4c,2025-01,churn,-4378.0,0.0,4378.0
S-cf72c8,A-2e3bad,2024-10,new,1159.0,1159.0,0.0
S-cfa635,A-503d5a,2024-03,new,950.0,950.0,0.0
S-cfaa97,A-c9bb3e,2024-09,new,494.0,494.0,0.0
S-cfaa97,A-c9bb3e,2024-11,churn,-494.0,0.0,494.0
S-cfb108,A-c608c8,2023-06,new,597.0,597.0,0.0
S-cfb108,A-c608c8,2024-07,churn,-597.0,0.0,597.0
S-cfb886,A-54d94a,2024-12,new,1323.0,1323.0,0.0
S-cfbb85,A-054577,2024-08,new,784.0,784.0,0.0
S-cfca40,A-7d514c,2024-04,new,6766.0,6766.0,0.0
S-cfd4a3,A-8bde0c,2024-12,new,4557.0,4557.0,0.0
S-cfd4a3,A-8bde0c,2025-01,churn,-4557.0,0.0,4557.0
S-cfedb3,A-54d94a,2024-07,new,513.0,513.0,0.0
S-cff5a2,A-ba6516,2024-01,new,5373.0,5373.0,0.0
S-cff5a2,A-ba6516,2024-04,churn,-5373.0,0.0,5373.0
S-d01053,A-779e4e,2023-11,new,7164.0,7164.0,0.0
S-d01053,A-779e4e,2024-11,churn,-7164.0,0.0,7164.0
S-d02277,A-05f0e5,2024-06,new,18308.0,18308.0,0.0
S-d02277,A-05f0e5,2024-12,churn,-18308.0,0.0,18308.0
S-d0259a,A-4e0e85,2024-02,new,1194.0,1194.0,0.0
S-d0259a,A-4e0e85,2024-04,churn,-1194.0,0.0,1194.0
S-d031a4,A-cdf020,2024-10,new,2156.0,2156.0,0.0
S-d031a4,A-cdf020,2024-12,churn,-2156.0,0.0,2156.0
S-d0429b,A-5247b3,2024-11,new,1406.0,1406.0,0.0
S-d073bb,A-a1bbb6,2023-08,new,1791.0,1791.0,0.0
S-d07886,A-0dbdc6,2024-07,new,1470.0,1470.0,0.0
S-d07c53,A-249769,2024-09,new,399.0,399.0,0.0
S-d07c53,A-249769,2025-01,churn,-399.0,0.0,399.0
S-d0913e,A-eb2fdc,2024-11,new,1519.0,1519.0,0.0
S-d09309,A-d49cc5,2024-10,new,3675.0,3675.0,0.0
S-d0af44,A-4e44e8,2024-08,new,380.0,380.0,0.0
S-d0af44,A-4e44e8,2024-11,churn,-380.0,0.0,380.0
S-d0bab8,A-94f8c9,2024-06,new,1406.0,1406.0,0.0
S-d0bb87,A-5f7781,2024-12,new,1078.0,1078.0,0.0
S-d0bb87,A-5f7781,2025-01,churn,-1078.0,0.0,1078.0
S-d0c344,A-80eeb6,2024-10,new,1078.0,1078.0,0.0
S-d0f5fb,A-39868b,2024-04,new,1791.0,1791.0,0.0
S-d0f5fb,A-39868b,2024-06,churn,-1791.0,0.0,1791.0
S-d106d4,A-19b2c8,2023-11,new,3980.0,3980.0,0.0
S-d106d4,A-19b2c8,2024-09,churn,-3980.0,0.0,3980.0
S-d111f5,A-f03140,2024-05,new,513.0,513.0,0.0
S-d111f5,A-f03140,2024-11,churn,-513.0,0.0,513.0
S-d114e2,A-016043,2024-11,new,209.0,209.0,0.0
S-d11e9f,A-186a44,2024-08,new,380.0,380.0,0.0
S-d1201a,A-b2af2e,2024-08,new,882.0,882.0,0.0
S-d1201a,A-b2af2e,2024-12,churn,-882.0,0.0,882.0
S-d1350e,A-6c093d,2024-07,new,12139.0,12139.0,0.0
S-d1527e,A-956988,2024-12,new,1274.0,1274.0,0.0
S-d1527e,A-956988,2025-01,churn,-1274.0,0.0,1274.0
S-d18856,A-396e5f,2024-10,new,1194.0,1194.0,0.0
S-d18856,A-396e5f,2024-12,churn,-1194.0,0.0,1194.0
S-d19216,A-17939a,2024-12,new,1634.0,1634.0,0.0
S-d19216,A-17939a,2025-01,churn,-1634.0,0.0,1634.0
S-d19797,A-fd7ad3,2024-11,new,19.0,19.0,0.0
S-d19797,A-fd7ad3,2025-01,churn,-19.0,0.0,19.0
S-d19da0,A-7da956,2024-11,new,247.0,247.0,0.0
S-d1a6c6,A-443b7c,2024-12,new,323.0,323.0,0.0
S-d1a6c6,A-443b7c,2025-01,churn,-323.0,0.0,323.0
S-d1aacf,A-c70870,2024-12,new,589.0,589.0,0.0
S-d1aacf,A-c70870,2025-01,churn,-589.0,0.0,589.0
S-d1b062,A-a6d261,2024-03,new,2786.0,2786.0,0.0
S-d1b062,A-a6d261,2024-04,churn,-2786.0,0.0,2786.0
S-d1c9e3,A-075038,2024-01,new,323.0,323.0,0.0
S-d1c9e3,A-075038,2024-10,churn,-323.0,0.0,323.0
S-d1f12e,A-3a5ad8,2024-02,new,6169.0,6169.0,0.0
S-d1f7ad,A-c222ab,2024-10,new,608.0,608.0,0.0
S-d1f7ad,A-c222ab,2024-12,churn,-608.0,0.0,608.0
S-d1fb2e,A-3f9cc0,2024-08,new,5970.0,5970.0,0.0
S-d1fb2e,A-3f9cc0,2025-01,churn,-5970.0,0.0,5970.0
S-d20d7c,A-970c97,2024-07,new,5572.0,5572.0,0.0
S-d224a1,A-42b791,2024-06,new,1421.0,1421.0,0.0
S-d22c1d,A-337bc1,2024-09,new,4214.0,4214.0,0.0
S-d22ebe,A-5a92e7,2024-06,new,171.0,171.0,0.0
S-d22ebe,A-5a92e7,2024-12,churn,-171.0,0.0,171.0
S-d238c2,A-71615e,2024-08,new,10945.0,10945.0,0.0
S-d2624d,A-4e0e85,2024-07,new,294.0,294.0,0.0
S-d26bbf,A-054577,2024-06,new,1715.0,1715.0,0.0
S-d26ee3,A-1f559b,2023-12,new,304.0,304.0,0.0
S-d26ee3,A-1f559b,2024-06,churn,-304.0,0.0,304.0
S-d26ff6,A-a0ca4e,2024-12,new,5174.0,5174.0,0.0
S-d27f96,A-a8d89d,2024-11,new,5572.0,5572.0,0.0
S-d2863b,A-ac9111,2023-10,new,399.0,399.0,0.0
S-d2863b,A-ac9111,2024-02,churn,-399.0,0.0,399.0
S-d2932e,A-ac9111,2024-08,new,4179.0,4179.0,0.0
S-d29575,A-0cc442,2024-09,new,8955.0,8955.0,0.0
S-d29575,A-0cc442,2024-11,churn,-8955.0,0.0,8955.0
S-d29830,A-684255,2024-07,new,171.0,171.0,0.0
S-d29830,A-684255,2024-08,churn,-171.0,0.0,171.0
S-d2a604,A-20736a,2024-10,new,2989.0,2989.0,0.0
S-d2d423,A-72799b,2024-08,new,3980.0,3980.0,0.0
S-d2e00a,A-4c56c9,2024-09,new,1791.0,1791.0,0.0
S-d2e82c,A-bcf87c,2024-11,new,3184.0,3184.0,0.0
S-d302e2,A-bd4708,2024-08,new,7363.0,7363.0,0.0
S-d30894,A-71615e,2024-06,new,2985.0,2985.0,0.0
S-d30894,A-71615e,2024-08,churn,-2985.0,0.0,2985.0
S-d30d10,A-c45b23,2024-10,new,133.0,133.0,0.0
S-d316df,A-726cfa,2024-07,new,627.0,627.0,0.0
S-d316df,A-726cfa,2024-09,churn,-627.0,0.0,627.0
S-d31de5,A-f45426,2024-11,new,833.0,833.0,0.0
S-d322a2,A-4c6f11,2024-08,new,456.0,456.0,0.0
S-d322a2,A-4c6f11,2024-11,churn,-456.0,0.0,456.0
S-d32441,A-781cc0,2024-09,new,2388.0,2388.0,0.0
S-d32441,A-781cc0,2024-12,churn,-2388.0,0.0,2388.0
S-d32fbc,A-798a3f,2024-07,new,228.0,228.0,0.0
S-d32fbc,A-798a3f,2024-08,churn,-228.0,0.0,228.0
S-d33d84,A-31ab9a,2024-04,new,597.0,597.0,0.0
S-d33d84,A-31ab9a,2024-10,churn,-597.0,0.0,597.0
S-d34b17,A-9123ac,2024-10,new,3582.0,3582.0,0.0
S-d34b17,A-9123ac,2024-11,churn,-3582.0,0.0,3582.0
S-d35d49,A-bc87bc,2024-09,new,342.0,342.0,0.0
S-d35d49,A-bc87bc,2024-12,churn,-342.0,0.0,342.0
S-d365af,A-4e44e8,2024-09,new,209.0,209.0,0.0
S-d365af,A-4e44e8,2024-11,churn,-209.0,0.0,209.0
S-d36b9f,A-0cc442,2024-11,new,8955.0,8955.0,0.0
S-d396d1,A-2edab2,2024-03,new,833.0,833.0,0.0
S-d396d1,A-2edab2,2024-11,churn,-833.0,0.0,833.0
S-d3bd2f,A-81edc3,2024-06,new,456.0,456.0,0.0
S-d3bd2f,A-81edc3,2025-01,churn,-456.0,0.0,456.0
S-d3d720,A-b7724f,2024-06,new,209.0,209.0,0.0
S-d3d720,A-b7724f,2025-01,churn,-209.0,0.0,209.0
S-d3e724,A-dec005,2024-08,new,494.0,494.0,0.0
S-d3e724,A-dec005,2024-12,churn,-494.0,0.0,494.0
S-d3ecc2,A-9123ac,2024-10,new,1990.0,1990.0,0.0
S-d3ecc2,A-9123ac,2024-11,churn,-1990.0,0.0,1990.0
S-d3efa2,A-a1bbb6,2023-12,new,2189.0,2189.0,0.0
S-d3f138,A-560d27,2024-10,new,4577.0,4577.0,0.0
S-d3f138,A-560d27,2024-12,churn,-4577.0,0.0,4577.0
S-d3faae,A-5c9849,2024-11,new,361.0,361.0,0.0
S-d3faae,A-5c9849,2024-12,churn,-361.0,0.0,361.0
S-d407d0,A-b9eed8,2024-11,new,539.0,539.0,0.0
S-d425c9,A-e4144b,2024-11,new,8159.0,8159.0,0.0
S-d43ad9,A-8bde0c,2024-12,new,637.0,637.0,0.0
S-d43ad9,A-8bde0c,2025-01,churn,-637.0,0.0,637.0
S-d471c6,A-a6d261,2024-07,new,171.0,171.0,0.0
S-d48577,A-7cfe77,2024-07,new,3381.0,3381.0,0.0
S-d48577,A-7cfe77,2025-01,churn,-3381.0,0.0,3381.0
S-d49a8f,A-f92792,2024-09,new,4776.0,4776.0,0.0
S-d49a8f,A-f92792,2024-12,churn,-4776.0,0.0,4776.0
S-d4a76b,A-a45270,2024-09,new,551.0,551.0,0.0
S-d4a76b,A-a45270,2024-12,churn,-551.0,0.0,551.0
S-d4c0a0,A-81edc3,2024-01,new,882.0,882.0,0.0
S-d4c0a0,A-81edc3,2025-01,churn,-882.0,0.0,882.0
S-d4cc9b,A-10b8f2,2023-10,new,2646.0,2646.0,0.0
S-d4cc9b,A-10b8f2,2024-07,churn,-2646.0,0.0,2646.0
S-d4d459,A-2e4581,2024-12,new,5771.0,5771.0,0.0
S-d4e525,A-7988d1,2024-07,new,627.0,627.0,0.0
S-d4e525,A-7988d1,2025-01,churn,-627.0,0.0,627.0
S-d4f02f,A-342303,2024-07,new,1372.0,1372.0,0.0
S-d507da,A-aa9511,2023-11,new,4577.0,4577.0,0.0
S-d50d25,A-6f50ae,2024-07,new,931.0,931.0,0.0
S-d53c0a,A-8e47ca,2024-03,new,3781.0,3781.0,0.0
S-d53c0a,A-8e47ca,2025-01,churn,-3781.0,0.0,3781.0
S-d54349,A-016043,2024-09,new,3980.0,3980.0,0.0
S-d55d8a,A-dec005,2024-08,new,4179.0,4179.0,0.0
S-d55d8a,A-dec005,2024-12,churn,-4179.0,0.0,4179.0
S-d56460,A-d62e02,2024-10,new,3184.0,3184.0,0.0
S-d57a67,A-2446e3,2024-07,new,1323.0,1323.0,0.0
S-d57a67,A-2446e3,2024-08,churn,-1323.0,0.0,1323.0
S-d5a07a,A-19b2c8,2024-07,new,456.0,456.0,0.0
S-d5a07a,A-19b2c8,2024-09,churn,-456.0,0.0,456.0
S-d5ac8c,A-ef84cf,2024-05,new,6766.0,6766.0,0.0
S-d5ac8c,A-ef84cf,2024-12,churn,-6766.0,0.0,6766.0
S-d5aded,A-0f6450,2024-12,new,1372.0,1372.0,0.0
S-d5aded,A-0f6450,2025-01,churn,-1372.0,0.0,1372.0
S-d5bf88,A-462d45,2024-02,new,10348.0,10348.0,0.0
S-d5bf88,A-462d45,2024-06,churn,-10348.0,0.0,10348.0
S-d5c6cc,A-34ea2f,2024-10,new,4067.0,4067.0,0.0
S-d5c6cc,A-34ea2f,2024-11,churn,-4067.0,0.0,4067.0
S-d5ce9f,A-acb7f7,2024-02,new,741.0,741.0,0.0
S-d5ce9f,A-acb7f7,2024-04,churn,-741.0,0.0,741.0
S-d5d8ef,A-e51ec7,2024-10,new,16517.0,16517.0,0.0
S-d5eae3,A-e7a1e2,2024-08,new,2388.0,2388.0,0.0
S-d5eae3,A-e7a1e2,2025-01,churn,-2388.0,0.0,2388.0
S-d604ec,A-67be94,2023-08,new,494.0,494.0,0.0
S-d604ec,A-67be94,2024-07,churn,-494.0,0.0,494.0
S-d6106b,A-0a282f,2024-10,new,114.0,114.0,0.0
S-d6106b,A-0a282f,2025-01,churn,-114.0,0.0,114.0
S-d61475,A-89ee83,2024-12,new,57.0,57.0,0.0
S-d61866,A-f17767,2023-03,new,1194.0,1194.0,0.0
S-d61866,A-f17767,2023-06,churn,-1194.0,0.0,1194.0
S-d62a15,A-089363,2024-08,new,1990.0,1990.0,0.0
S-d635a2,A-ff79f2,2024-05,new,228.0,228.0,0.0
S-d638c7,A-832ec2,2024-07,new,589.0,589.0,0.0
S-d638c7,A-832ec2,2024-10,churn,-589.0,0.0,589.0
S-d64a4e,A-cc98bc,2023-10,new,608.0,608.0,0.0
S-d64e41,A-354f12,2024-05,new,6766.0,6766.0,0.0
S-d64e41,A-354f12,2024-10,churn,-6766.0,0.0,6766.0
S-d660d6,A-cab532,2024-05,new,627.0,627.0,0.0
S-d660d6,A-cab532,2024-08,churn,-627.0,0.0,627.0
S-d66d63,A-6c093d,2023-08,new,637.0,637.0,0.0
S-d69e2c,A-39ddf4,2024-12,new,1960.0,1960.0,0.0
S-d6aefa,A-65c341,2024-03,new,16716.0,16716.0,0.0
S-d6aefa,A-65c341,2025-01,churn,-16716.0,0.0,16716.0
S-d6c9dc,A-80eeb6,2024-10,new,513.0,513.0,0.0
S-d6dc7a,A-0e966d,2024-10,new,539.0,539.0,0.0
S-d6f31b,A-b20d99,2024-11,new,3980.0,3980.0,0.0
S-d6f7cd,A-bd4513,2024-11,new,9950.0,9950.0,0.0
S-d6f7cd,A-bd4513,2025-01,churn,-9950.0,0.0,9950.0
S-d7163c,A-118d55,2024-12,new,539.0,539.0,0.0
S-d7163c,A-118d55,2025-01,churn,-539.0,0.0,539.0
S-d71a1f,A-40a557,2024-11,new,784.0,784.0,0.0
S-d71bdd,A-c45b23,2024-05,new,1791.0,1791.0,0.0
S-d71fe9,A-d62e02,2024-10,new,1194.0,1194.0,0.0
S-d725da,A-f17767,2024-02,new,1078.0,1078.0,0.0
S-d735d1,A-0f3e88,2023-09,new,456.0,456.0,0.0
S-d735d1,A-0f3e88,2024-09,churn,-456.0,0.0,456.0
S-d7461b,A-fa3095,2023-12,new,3430.0,3430.0,0.0
S-d7461b,A-fa3095,2024-01,churn,-3430.0,0.0,3430.0
S-d74733,A-7641d3,2024-05,new,588.0,588.0,0.0
S-d74733,A-7641d3,2024-07,churn,-588.0,0.0,588.0
S-d747bc,A-068fc6,2024-03,new,665.0,665.0,0.0
S-d7497b,A-39b19f,2024-11,new,247.0,247.0,0.0
S-d74a31,A-993085,2024-09,new,1617.0,1617.0,0.0
S-d75e1f,A-922109,2024-11,new,796.0,796.0,0.0
S-d75e1f,A-922109,2025-01,churn,-796.0,0.0,796.0
S-d76bd0,A-7f29a7,2024-10,new,779.0,779.0,0.0
S-d76bd0,A-7f29a7,2024-11,churn,-779.0,0.0,779.0
S-d76f8b,A-e1b9cd,2024-03,new,760.0,760.0,0.0
S-d76f8b,A-e1b9cd,2024-11,churn,-760.0,0.0,760.0
S-d7ae8c,A-72799b,2023-12,new,380.0,380.0,0.0
S-d7ae8c,A-72799b,2024-06,churn,-380.0,0.0,380.0
S-d7c21d,A-8145a0,2024-12,new,285.0,285.0,0.0
S-d7e65d,A-5a92e7,2024-08,new,980.0,980.0,0.0
S-d7e65d,A-5a92e7,2024-12,churn,-980.0,0.0,980.0
S-d7ee6f,A-35083d,2023-08,new,3781.0,3781.0,0.0
S-d7ef67,A-558c72,2024-03,new,228.0,228.0,0.0
S-d7ef67,A-558c72,2024-12,churn,-228.0,0.0,228.0
S-d80516,A-f19409,2023-04,new,2156.0,2156.0,0.0
S-d80516,A-f19409,2023-06,churn,-2156.0,0.0,2156.0
S-d8165b,A-89ee83,2024-10,new,722.0,722.0,0.0
S-d81959,A-039727,2024-11,new,475.0,475.0,0.0
S-d81959,A-039727,2025-01,churn,-475.0,0.0,475.0
S-d82234,A-d77f4c,2024-12,new,196.0,196.0,0.0
S-d82234,A-d77f4c,2025-01,churn,-196.0,0.0,196.0
S-d83789,A-104f1a,2024-12,new,1176.0,1176.0,0.0
S-d83789,A-104f1a,2025-01,churn,-1176.0,0.0,1176.0
S-d841e4,A-a1b80b,2024-06,new,3184.0,3184.0,0.0
S-d841e4,A-a1b80b,2024-08,churn,-3184.0,0.0,3184.0
S-d8441d,A-8adedc,2024-03,new,76.0,76.0,0.0
S-d85c2f,A-e6afc1,2024-08,new,4165.0,4165.0,0.0
S-d88b25,A-474ad4,2024-12,new,4776.0,4776.0,0.0
S-d88f58,A-4ef964,2024-11,new,323.0,323.0,0.0
S-d8a52e,A-cc102e,2024-11,new,2985.0,2985.0,0.0
S-d8a52e,A-cc102e,2024-12,churn,-2985.0,0.0,2985.0
S-d8c527,A-0a62f5,2024-12,new,475.0,475.0,0.0
S-d8c527,A-0a62f5,2025-01,churn,-475.0,0.0,475.0
S-d8c6a0,A-af0cd2,2024-10,new,1083.0,1083.0,0.0
S-d8f67e,A-f97b9a,2024-06,new,7164.0,7164.0,0.0
S-d8fa45,A-5a215a,2024-10,new,1653.0,1653.0,0.0
S-d90f0a,A-e19ff6,2024-10,new,1274.0,1274.0,0.0
S-d90f5e,A-bd4513,2024-12,new,950.0,950.0,0.0
S-d90f5e,A-bd4513,2025-01,churn,-950.0,0.0,950.0
S-d91908,A-02fac6,2024-09,new,418.0,418.0,0.0
S-d91f4c,A-1b7577,2024-11,new,190.0,190.0,0.0
S-d91f4c,A-1b7577,2024-12,churn,-190.0,0.0,190.0
S-d920e7,A-bc4d48,2024-11,new,6965.0,6965.0,0.0
S-d92159,A-b30291,2024-12,new,245.0,245.0,0.0
S-d925e2,A-ce550d,2024-12,new,1715.0,1715.0,0.0
S-d925e2,A-ce550d,2025-01,churn,-1715.0,0.0,1715.0
S-d933e7,A-fdfc91,2024-03,new,1421.0,1421.0,0.0
S-d93967,A-075038,2024-01,new,2450.0,2450.0,0.0
S-d93967,A-075038,2024-10,churn,-2450.0,0.0,2450.0
S-d959d3,A-3b5cd1,2024-12,new,4179.0,4179.0,0.0
S-d9659f,A-aa9511,2024-07,new,4577.0,4577.0,0.0
S-d97185,A-592832,2024-12,new,1813.0,1813.0,0.0
S-d97c5f,A-533452,2024-11,new,4949.0,4949.0,0.0
S-d97c5f,A-533452,2025-01,churn,-4949.0,0.0,4949.0
S-d97fa8,A-508199,2024-02,new,361.0,361.0,0.0
S-d97ff1,A-7d514c,2024-03,new,323.0,323.0,0.0
S-d9821f,A-faa28c,2024-06,new,912.0,912.0,0.0
S-d9821f,A-faa28c,2024-09,churn,-912.0,0.0,912.0
S-d98caa,A-09316c,2024-12,new,13930.0,13930.0,0.0
S-d9ad28,A-4f18f0,2024-04,new,1176.0,1176.0,0.0
S-d9ad28,A-4f18f0,2025-01,churn,-1176.0,0.0,1176.0
S-d9d52b,A-22d9d2,2024-08,new,1470.0,1470.0,0.0
S-d9d52b,A-22d9d2,2024-11,churn,-1470.0,0.0,1470.0
S-d9d6ac,A-054577,2024-07,new,597.0,597.0,0.0
S-d9e0d1,A-812c5b,2024-11,new,1045.0,1045.0,0.0
S-d9f26e,A-b7724f,2024-12,new,551.0,551.0,0.0
S-d9f518,A-09540c,2024-11,new,3283.0,3283.0,0.0
S-da0a69,A-49b828,2023-05,new,294.0,294.0,0.0
S-da0b9b,A-3a7284,2024-12,new,1617.0,1617.0,0.0
S-da0b9b,A-3a7284,2025-01,churn,-1617.0,0.0,1617.0
S-da0fb6,A-d77f4c,2024-07,new,10945.0,10945.0,0.0
S-da0fb6,A-d77f4c,2025-01,churn,-10945.0,0.0,10945.0
S-da164e,A-9174e0,2024-12,new,1813.0,1813.0,0.0
S-da198f,A-b07346,2024-11,new,969.0,969.0,0.0
S-da198f,A-b07346,2024-12,churn,-969.0,0.0,969.0
S-da2f0b,A-8145a0,2024-08,new,2388.0,2388.0,0.0
S-da3b68,A-5c046d,2024-11,new,18507.0,18507.0,0.0
S-da4a98,A-d4e0d4,2024-10,new,2223.0,2223.0,0.0
S-da7360,A-075038,2024-10,new,798.0,798.0,0.0
S-da78bb,A-712426,2024-11,new,171.0,171.0,0.0
S-da78bb,A-712426,2025-01,churn,-171.0,0.0,171.0
S-da7f1f,A-1f0ac7,2023-12,new,1176.0,1176.0,0.0
S-da7f1f,A-1f0ac7,2024-12,churn,-1176.0,0.0,1176.0
S-da8d5f,A-55f257,2024-03,new,686.0,686.0,0.0
S-da9362,A-b2225d,2024-05,new,893.0,893.0,0.0
S-da9362,A-b2225d,2024-07,churn,-893.0,0.0,893.0
S-da9d5f,A-a33200,2024-10,new,551.0,551.0,0.0
S-da9f05,A-151c9a,2023-05,new,1127.0,1127.0,0.0
S-da9f05,A-151c9a,2023-12,churn,-1127.0,0.0,1127.0
S-dab0d8,A-439b2f,2024-05,new,114.0,114.0,0.0
S-dab0d8,A-439b2f,2024-12,churn,-114.0,0.0,114.0
S-dacbda,A-1f559b,2024-07,new,882.0,882.0,0.0
S-dacbda,A-1f559b,2024-10,churn,-882.0,0.0,882.0
S-dacc80,A-6965e1,2024-12,new,247.0,247.0,0.0
S-daf6aa,A-098560,2024-10,new,760.0,760.0,0.0
S-daf6b3,A-8bde0c,2024-11,new,588.0,588.0,0.0
S-daf6b3,A-8bde0c,2025-01,churn,-588.0,0.0,588.0
S-dafec3,A-684255,2024-09,new,1791.0,1791.0,0.0
S-db0f41,A-afa505,2024-07,new,13930.0,13930.0,0.0
S-db37e1,A-4a267b,2024-10,new,12537.0,12537.0,0.0
S-db3856,A-ccabf0,2023-11,new,1029.0,1029.0,0.0
S-db3856,A-ccabf0,2024-11,churn,-1029.0,0.0,1029.0
S-db3e30,A-40de06,2023-11,new,532.0,532.0,0.0
S-db47af,A-d535f6,2024-11,new,1026.0,1026.0,0.0
S-db47af,A-d535f6,2024-12,churn,-1026.0,0.0,1026.0
S-db4e11,A-49b828,2024-08,new,686.0,686.0,0.0
S-db56d2,A-c1dfe1,2023-10,new,494.0,494.0,0.0
S-db56d2,A-c1dfe1,2024-04,churn,-494.0,0.0,494.0
S-db6454,A-0f3e88,2024-10,new,209.0,209.0,0.0
S-db7a77,A-7df7a7,2023-12,new,2985.0,2985.0,0.0
S-db7a77,A-7df7a7,2024-08,churn,-2985.0,0.0,2985.0
S-db7a97,A-e60f9d,2024-11,new,9552.0,9552.0,0.0
S-db7c1d,A-4814a3,2024-10,new,1653.0,1653.0,0.0
S-db7c1d,A-4814a3,2024-12,churn,-1653.0,0.0,1653.0
S-db89df,A-1f0636,2024-05,new,20895.0,20895.0,0.0
S-dbad62,A-58b9ff,2024-10,new,228.0,228.0,0.0
S-dbb8b9,A-58b9ff,2024-08,new,98.0,98.0,0.0
S-dbb8b9,A-58b9ff,2024-11,churn,-98.0,0.0,98.0
S-dbc1ca,A-8adedc,2024-04,new,2786.0,2786.0,0.0
S-dbc4d5,A-751c58,2024-08,new,735.0,735.0,0.0
S-dbc4d5,A-751c58,2025-01,churn,-735.0,0.0,735.0
S-dbceba,A-3cc791,2024-12,new,1764.0,1764.0,0.0
S-dbcf87,A-a8d89d,2024-09,new,2587.0,2587.0,0.0
S-dbde43,A-54d94a,2023-12,new,1323.0,1323.0,0.0
S-dbe1b3,A-40906c,2024-11,new,4508.0,4508.0,0.0
S-dbe2ac,A-5f7781,2024-09,new,418.0,418.0,0.0
S-dbe2ac,A-5f7781,2025-01,churn,-418.0,0.0,418.0
S-dbee03,A-49b828,2023-05,new,171.0,171.0,0.0
S-dbf124,A-659280,2024-07,new,247.0,247.0,0.0
S-dbf124,A-659280,2024-12,churn,-247.0,0.0,247.0
S-dc1c10,A-139c3b,2024-11,new,551.0,551.0,0.0
S-dc1cf4,A-1986ca,2024-01,new,3980.0,3980.0,0.0
S-dc2418,A-35083d,2024-01,new,646.0,646.0,0.0
S-dc3bbc,A-80eeb6,2024-09,new,1225.0,1225.0,0.0
S-dc3e11,A-2f6a32,2024-12,new,931.0,931.0,0.0
S-dc6dfd,A-e08cd3,2024-09,new,3283.0,3283.0,0.0
S-dc6dfd,A-e08cd3,2025-01,churn,-3283.0,0.0,3283.0
S-dc7143,A-3ce5b8,2024-04,new,2786.0,2786.0,0.0
S-dc7143,A-3ce5b8,2024-10,churn,-2786.0,0.0,2786.0
S-dc77b7,A-cbd1a3,2024-12,new,380.0,380.0,0.0
S-dc8c2f,A-8b0451,2024-09,new,779.0,779.0,0.0
S-dc8c2f,A-8b0451,2025-01,churn,-779.0,0.0,779.0
S-dc90ef,A-bcf87c,2024-07,new,833.0,833.0,0.0
